id,group
tae hyoung lee,Orang
kuntoro mangkusubroto,Orang
agus gurlaya kartasasmita,Orang
paul tambunan,Orang
fransiscus alip,Orang
kilpady pradeep kumar,Orang
pt wahana sentosa cemerlang,Orang
tata power ,Orang
gs energy corporation,Orang
pt gs global resources,Orang
henry angkasa,Orang
doddy sumantywan h.s.,Orang
BSWD,Perusahaan
ferry koswara,Orang
jayaprakash bharathan,Orang
primasura pandu dwipanata,Orang
rm raharjo satrio unggul *),Orang
sudhiranjan padhi,Orang
handadjaja sulaiman,Orang
sanjeev bhalla *),Orang
lungguk gultom *),Orang
raharjo satrio unggul,Orang
bank of india,Orang
pt panca mantra jaya,Orang
prakash r. chugani,Orang
deepak rupo chugani,Orang
dilip rupo chugani,Orang
BTEK,Perusahaan
naning wahyuningsih,Orang
anne patricia sutanto,Orang
sebastianus teguh sanjaya,Orang
josua hutapea,Orang
rahmat irawan,Orang
golden harvest cocoa ltd,Orang
uob kay hian pts ltd,Orang
hsbc singapore branch private banking division-client ac golden,Orang
pt.asabri(persero),Orang
BTEL,Perusahaan
agustinus harimurti,Orang
harya mitra hidayat,Orang
andi pravidia saliman,Orang
agustinus harimurti ,Orang
taufan e.n rotorasiko,Orang
john pieter nazar,Orang
jastiro abi,Orang
ai mulyadi mamoer,Orang
bachril bachtaruddin,Orang
yansen pasaribu,Orang
 pt mahindo agung sentosa,Orang
"raiffeisen bank international ag, singapore branch s/a best quality global limited",Orang
pt bakrie global ventura,Orang
pt huawei tech investment,Orang
credit suisse ag singapore s/a bright ventures pte ltd,Orang
taufan e.n. rotorasiko,Orang
r bismarka kurniawan,Orang
BTON,Perusahaan
drs. ec. andy soesanto mba.mm,Orang
gwie gunadi gunawan,Orang
drs. andy soesanto mba.mm,Orang
jenny tanujaya  mba.,Orang
gwie gunato gunawan,Orang
dr. bambang hariadi mec. ak,Orang
"dr. bambang hariadi mec., ak",Orang
isomudin  se.,Orang
"ade irma hidayah se.,msa.,ak.,ca.,cpai",Orang
gwie gunawan,Orang
jenny tanujaya mba.,Orang
eddo chandra,Orang
jenny tanujaya mba,Orang
BTPN,Perusahaan
eneng yulie andriani,Orang
ongki wanadjati dana,Orang
dini herdini,Orang
henoch munandar ,Orang
adrianus dani prabawa,Orang
hiromichi kubo ,Orang
merisa darwis,Orang
hanna tantani,Orang
darmadi sutanto,Orang
kaoru furuya,Orang
kan funakoshi,Orang
irwan mahjudin habsjah,Orang
edmund tondobala,Orang
chow ying hoong,Orang
takeshi kimoto,Orang
ninik herlani masli ridhwan,Orang
sumitomo mitsui banking corporation,Orang
pt bank central asia  tbk,Orang
pt bank negara indonesia  ( persero ) tbk ,Orang
henoch munandar,Orang
irwan mahjudin habsjah ,Orang
BTPS,Perusahaan
arief ismail,Orang
hadi wibowo,Orang
gatot adhi prasetyo,Orang
fachmy achmad,Orang
dwiyono bayu winantio,Orang
kemal azis stamboel,Orang
dewie pelitawati,Orang
mahdi syahbuddin,Orang
yenny lim,Orang
dewi pelitawati,Orang
tika arundina,Orang
rena mutia indiani,Orang
pt bank btpn tbk,Orang
BUDI,Perusahaan
alice yuliana,Orang
santoso winata,Orang
sudarmo tasmin,Orang
djunaidi nur,Orang
sugandhi,Orang
oey albert,Orang
mawarti wongso,Orang
tan anthony sudirjo,Orang
widarto,Orang
oey alfred,Orang
daniel kandinata,Orang
victor fungkong,Orang
troy bandranaya,Orang
bonaventura andika sumarjo,Orang
pt budi delta swakarya,Orang
pt sungai budi,Orang
BUKA,Perusahaan
perdana arning saputro,Orang
muhammad rachmat kaimuddin,Orang
teddy nuryanto oetomo,Orang
willix halim,Orang
natalia firmansyah,Orang
prof. dr. bambang permadi soemantri brodjonegoro,Orang
rd adi wardhana sariaatmadja,Orang
lu zhang,Orang
dra zannuba arifah ch.r,Orang
mawar napitupulu,Orang
api (hong kong) investment limited,Orang
archipelago investment pte ltd,Orang
pt kreatif media karya,Orang
prof. dr. bambang permadi soemantri,Orang
rd adi wardhana,Orang
lau eng boon,Orang
dra. zanuba arifah ch. r,Orang
BUKK,Perusahaan
johansyah anwar,Orang
teguh wicaksana sari,Orang
irsal kamarudin,Orang
saptiastuti hapsari,Orang
sofiah balfas,Orang
afifuddin suhaeli,Orang
suhaeli kalla,Orang
solihin jusuf kalla,Orang
amirudin,Orang
oke arifin,Orang
pt denaya cakra cipta,Orang
suhaelly kalla,Orang
achmad kalla,Orang
maryarakat,Orang
pt bukaka investindo,Orang
ir farida kalla,Orang
BULL,Perusahaan
krisnanto tedjaprawira,Orang
henry jusuf,Orang
fauqi hapidekso,Orang
henrianto kuswendi,Orang
vicky ganda saputra,Orang
wong kevin,Orang
halim jusuf,Orang
dian natha,Orang
erma puji kurnianti,Orang
"cred suisse ag,dub br-cl sec-omnibus non-tr acc-2051204002",Orang
pt delta royal sejahtera,Orang
pt clipan finance indonesia tbk,Orang
BUMI,Perusahaan
dileep srivastava,Orang
saptari hoedaja,Orang
andrew c. beckham,Orang
nalinkant a. rathod,Orang
anton setianto soedarsono,Orang
eddie. j. subari,Orang
sulaiman zuhdi pane,Orang
drs. kanaka puradireja,Orang
mawar i.r napitupulu,Orang
bambang sihono,Orang
long haul holdings ltd.,Orang
xuefeng ruan,Orang
linjun zhang,Orang
yingbin ian he,Orang
kanaka poeradiredja ,Orang
y.a didik cahyanto,Orang
thomas m. kearney,Orang
jinping ma,Orang
benjamin bao ,Orang
ashok mitra,Orang
maringan mih hutabarat,Orang
rio supin,Orang
sharif cicip sutardjo,Orang
BUVA,Perusahaan
benita sofia,Orang
franky tjahyadikarta,Orang
hendry utomo,Orang
i nyoman tri suryanegara lingga,Orang
okie rehardi lukita,Orang
seong hoon park,Orang
alexander shaik,Orang
j johandi kumaheri,Orang
i gusti putu wisesa,Orang
susilo sudjono,Orang
johanes johandi kumaheri,Orang
nancy darwin,Orang
archipelago resorts and hotels limited,Orang
asia leisure network,Orang
nv iii holdings limited,Orang
BVIC,Perusahaan
caprie ardira azhar,Orang
ahmad fajar,Orang
rusli,Orang
debora wahjutirto tanoyo,Orang
lembing,Orang
tamunan,Orang
oliver simorangkir,Orang
gunawan tenggarahardja,Orang
zaenal abidin,Orang
yozef abdulrachman,Orang
medi sejati,Orang
pt victoria investama tbk,Orang
ssb 4671 deg-deutsche inv und eg mbh-2144612759,Orang
BWPT,Perusahaan
melanie tantri,Orang
ramesh veloo,Orang
henderi djunaidi,Orang
andrew haryono,Orang
yeoh lean khai,Orang
nicolaas b tirtadinata,Orang
deddy setiadi,Orang
yohanes wahyu saronto,Orang
yohanes wahyu saronto ,Orang
patia mamontang simatupang,Orang
riniek winarsih,Orang
pt rajawali capital internasional,Orang
fic properties sdn bhd,Orang
nicolaas bernandus tirtadinata,Orang
yohanes wahyu  saronto,Orang
rames veloo,Orang
BYAN,Perusahaan
jenny quantero,Orang
dato' dr. low tuck kwong,Orang
lim chai hock,Orang
low yi ngo,Orang
russell john neil,Orang
alastair gordon christopher mcleod,Orang
kwang jung-oh,Orang
purnomo yusgiantoro,Orang
"lifransyah gumay se. ak,. m.m., ca.",Orang
moermahadi soerja djanegara,Orang
budiman,Orang
arief achmad dhani,Orang
rafika yuniasih,Orang
dato'            dr low tuck kwong,Orang
pt sumber suryadana prima,Orang
engki wibowo,Orang
dato'            dr. low tuck kwong,Orang
moermahadi sorja djanegara,Orang
lifransyah gumay,Orang
alastair g.c. mcleod,Orang
russell neil,Orang
CAKK,Perusahaan
alex dwi adha,Orang
johan silitonga,Orang
juli berliana posman,Orang
theo lekatompessy,Orang
luciana sutanto,Orang
andreas willyanto mesach,Orang
lianawaty,Orang
pt marissi idola sumber sejahtera,Orang
CAMP,Perusahaan
sagita melati,Orang
samudera prawirawidjaja,Orang
arif harmoko rayadi,Orang
hans jensen,Orang
hendro hadipranoto,Orang
adji andjono purwo,Orang
insinyur jutianto isnandar,Orang
darmo hadipranoto,Orang
doktorandus makmur widjaja,Orang
bing hartono poernomosidi,Orang
rudy soraya,Orang
sabana prawirawidjaja,Orang
CANI,Perusahaan
riduwan kosasih,Orang
ang ah nui,Orang
ang kok tian,Orang
yanuar chayadi wijaya,Orang
heryanto cokro,Orang
richie limson,Orang
sem damaris,Orang
pt cipta nusantara abadi,Orang
pt anugrah semesta langgeng,Orang
ocbc securities pte. ltd. - client a/c,Orang
CARE,Perusahaan
"dr. dedi tedjakusnadi, mars",Orang
"ir. henry kembaren, mm",Orang
dr. rico novyanto sp.pd,Orang
"dr. agustinus widjaja, c.ht",Orang
dr. efsan adhiputra,Orang
suryani,Orang
dominica dwi putri anggraeni,Orang
pt anugrah kasih rajawali,Orang
pt padma sampurna aluwung,Orang
bank julius baer and co ltd singapore,Orang
CARS,Perusahaan
lina m. ibrahim,Orang
sebastianus harno budi,Orang
benny redjo setyono,Orang
david iskandar,Orang
simon harto budi,Orang
jonathan budi,Orang
ancella a. hermawan,Orang
pt ahabe niaga selaras,Orang
pt merapi agung,Orang
CASA,Perusahaan
muhamad aidil fathany,Orang
maliana herutama malkan,Orang
harkie kosadi,Orang
darwin,Orang
ahmad sujana,Orang
susanto halim,Orang
vanko investment limited,Orang
pt capital strategic invesco,Orang
pt capital global strategic,Orang
CASH,Perusahaan
hendrik adrianto,Orang
suwandi,Orang
cendy hadiputranto,Orang
hira laksamana,Orang
laurentius firman wiranata,Orang
randy pangalila,Orang
shiery wirawan,Orang
andri wijono sutiono,Orang
steven samudera,Orang
pt mandiri capital indonesia,Orang
hasim sutiono,Orang
CASS,Perusahaan
j. widianawati d. adhiningrat,Orang
r. aj. widianawati,Orang
sutji relowati rahardjo,Orang
jusman syafii djamal,Orang
djoko suyanto,Orang
yacoob bin ahmed piperdi,Orang
nurhadijono,Orang
nazri bin othman,Orang
armand bachtiar arief,Orang
regina jansen arsjah,Orang
sats investment (ii) pte ltd,Orang
cemerlang pte ltd,Orang
pt dinamika raya swarna,Orang
raj. widianawati,Orang
CBMF,Perusahaan
felicia kweesly,Orang
dody triasmara,Orang
ir. martinus tjendana,Orang
maliki,Orang
paima sianturi,Orang
firman dinata,Orang
pt richiwa sakti indonesia,Orang
pt sinar makmur rezeki,Orang
CCSI,Perusahaan
irawan mario noh palilingan,Orang
peter djatmiko,Orang
sudarno khou,Orang
anang pratikno,Orang
apolonia irwina gunawan,Orang
ren yi newton djatmiko,Orang
harris kristanto gozali,Orang
denny hendaya,Orang
teuku zulfikar,Orang
ir. adi tanuarto,Orang
amelia gozali,Orang
petrus sartono,Orang
triana mulyatsa,Orang
mike linggawati,Orang
pt grahatama kreasibaru,Orang
pt saptadaya bumitama persada,Orang
mieke santosa,Orang
insinyur adi tanuarto,Orang
CEKA,Perusahaan
emmanuel dwi iriyadi,Orang
erry tjuatja,Orang
tonny muksim,Orang
hairuddin halim,Orang
darwin indigo,Orang
erik,Orang
hendardji soepandji,Orang
"mayjend. (purn). drs. hendardji soepandji, sh",Orang
"prof. dr. sukrisno agoes, ak.mm.cpa",Orang
"beny suharsono, se., m.m",Orang
pt sentratama niaga indonesia,Orang
CENT,Perusahaan
wiwik septriandewi,Orang
yan raymond jafri,Orang
hartanto kusmanto,Orang
yuana susatyo,Orang
james john burns,Orang
jacopo rigamonti,Orang
ir. ronald waas,Orang
rizal satar,Orang
justin chang,Orang
suresh narain singh sidhu,Orang
arief budiman,Orang
rusdy daryono,Orang
clover universal enterprise ltd,Orang
ep id holdings pte.ltd-934684000,Orang
CFIN,Perusahaan
jahja anwar,Orang
harjanto tjitohardjojo,Orang
"engelbert rorong, jr",Orang
yimmy weddianto,Orang
roosniati salihin,Orang
mu'min ali gunawan,Orang
sahat maruli purba,Orang
priskila gabrielia ciahaya,Orang
pt. bank pan indonesia,Orang
"bbh luxembourg s/a fidelity fd sicav, fd fds pac fd",Orang
lo kheng hong,Orang
yimmy weddianto ,Orang
CINT,Perusahaan
helina widayani,Orang
kazuhiko aminaka,Orang
fadjar swatyas,Orang
susanto,Orang
dedie suherlan,Orang
marusaha siregar,Orang
marcus harianto brotoatmodjo,Orang
satyadharma ruslim,Orang
pt tritirta inti mandiri,Orang
niven holding limited,Orang
pt bina analisindo semesta,Orang
benny sutjianto,Orang
marcus harianto  b.,Orang
CITA,Perusahaan
yusak lumba pardede,Orang
harry kesuma tanoto,Orang
ferry kadi,Orang
robby irfan rafianto,Orang
lim gunawan hariyanto,Orang
a. ibrahim saleh,Orang
darjoto setyawan,Orang
james gregory baxter,Orang
parwoto kartiko sunu,Orang
"tsun tien wen lie, se, sh, mm",Orang
pt harita jayaraya,Orang
pt suryaputra inti mulia,Orang
glencore international investments ltd,Orang
CITY,Perusahaan
siti fidya airyne,Orang
elfi darlis,Orang
jose francis berces acantilado,Orang
james frederick kumala,Orang
yuli dwi kusmadi,Orang
rio tinto sirait,Orang
adi imansyah,Orang
riesta kristanti,Orang
pt sentul city tbk,Orang
pt tunas tumbuh berkembang,Orang
pt damai putra jaya,Orang
pt karya cakrawala perdana,Orang
pt hamparan indah permai,Orang
golden capital foundation limited,Orang
CLAY,Perusahaan
beni hendrawan,Orang
firman matondang silalahi,Orang
raja sapta ervian,Orang
rd james rachmat subekti,Orang
galumbang christianson sitinjak,Orang
sutia wijaya,Orang
pt citra putra mandiri,Orang
ny. putri selaras,Orang
CLEO,Perusahaan
lukas setio wongso wong,Orang
belinda natalia,Orang
melisa patricia,Orang
"nio, eko susilo",Orang
toto sucartono,Orang
firdauf achmad dhewata,Orang
ida bagus oka nila,Orang
sanderawati joesoef,Orang
fani rida toyiba,Orang
heny suswanti,Orang
pt tancorp global  abadi,Orang
pt tancorp global sentosa,Orang
CLPI,Perusahaan
ibu herlina hatorangan,Orang
santoso jiemy,Orang
harris pranatajaya,Orang
antoni guanawan,Orang
herlina hatorangan,Orang
winardi pranatajaya,Orang
tjia hwie tjin,Orang
johannes susilo,Orang
ardhini barotorini,Orang
mieke tioe,Orang
chandra natalie widjaja,Orang
pt bukit jaya semesta,Orang
ink color int pte ltd,Orang
CMNP,Perusahaan
indah dahlia lavie,Orang
fitria yusuf,Orang
hasyim,Orang
bambang hartadi,Orang
feisal hamka,Orang
lena t burhanudin,Orang
eka pria anas,Orang
rachmat arifin,Orang
budi pringadi,Orang
bp2s sg/bnp paribas  wealth management singapore branch,Orang
CMNT,Perusahaan
"johannes, sh",Orang
chang-i liu,Orang
vince erlington indigo,Orang
ameesh anand,Orang
surindro kalbu adi,Orang
jacqueline sitorus,Orang
mahmuddin yasin,Orang
ricky hermanto,Orang
pradeep kumar kilpady,Orang
wh investments pte. ltd.,Orang
CMPP,Perusahaan
indah permatasari saugi,Orang
dendy kurniawan,Orang
kamarudin bin meranun,Orang
agus toni sutirto,Orang
avian widyasmono,Orang
ami laksmikanti,Orang
pt fersindo nusaperkasa,Orang
airasia investment ltd,Orang
pin harris,Orang
dinesh kumar,Orang
CMRY,Perusahaan
bernadinus charles moller,Orang
farell grandisuri sutantio,Orang
axel sutantio,Orang
bharat shah joshi,Orang
yerki teguh basuki,Orang
arjoso wisanto,Orang
martua parningotan sihaloho,Orang
bambang sutantio,Orang
wenzel sutantio,Orang
alexander s. rusli,Orang
danny tjahjana,Orang
tiffany adikoesoemo,Orang
pt cimory dairy shop,Orang
pt cimory hospitality sejahtera,Orang
pt chocomory cokelat persada,Orang
CNKO,Perusahaan
wim andrian,Orang
robin wirawan,Orang
sudarwanta,Orang
erry indriyana,Orang
pudjianto gondosasmito,Orang
djoko sumaryono,Orang
edwin pamimpin situmorang,Orang
"edwin pamimpin situmorang, sh, mh",Orang
arydhian basril djamin,Orang
agustin ekadjaja,Orang
pt saibatama internasional mandiri,Orang
oversea chinese banking corp ltd,Orang
CNTX,Perusahaan
bapak achmad,Orang
toshiyuki takahashi,Orang
muljadi budiman,Orang
tomoaki nakajima,Orang
toshiro nishihara,Orang
teh hock soon,Orang
suhardi budiman,Orang
hideo umeki,Orang
satryo soemantri brodjonegoro,Orang
prof. satryo soemantri brodjonegoro,Orang
"charles christian, se, ak, cpa, bkp",Orang
"irwan setia, msi, cpa",Orang
pt. prospect motor,Orang
penfabric sdn berhad,Orang
"toray industries, inc",Orang
pt. budiman kencana lestari,Orang
pt. easterntex,Orang
COCO,Perusahaan
gendra fachrurozi,Orang
reinald siswanto,Orang
firman budidarma,Orang
irma suntita,Orang
donny hartanto,Orang
tonny sutanto mahadarta,Orang
syaeful munir,Orang
anna kania widiatami,Orang
pt inter jaya corpora,Orang
pt central texindo,Orang
CPIN,Perusahaan
bapak hadijanto kartika,Orang
peraphon prayooravong,Orang
ong mei sian,Orang
jemmy,Orang
eddy dharmawan mansjoer,Orang
ferdiansyah gunawan tjoe,Orang
hadi gunawan tjoe,Orang
rusmin ryadi,Orang
suparman s.,Orang
kong djung hin,Orang
harlan budiono,Orang
pt charoen pokphand indonesia group,Orang
CPRI,Perusahaan
anyo yusrini,Orang
jansen surbakti,Orang
riko cahyo pribadi,Orang
arif widi widayat,Orang
abdullah lewis hidayat,Orang
tugas dwi apriyanto,Orang
hamdi hassyarbaini,Orang
andryan esra sembiring,Orang
jeffry siahaan,Orang
pt rdw global investasi d/h pt indigo super mekani,Orang
rayes sembiring,Orang
CPRO,Perusahaan
armand ardika,Orang
hendri laiman,Orang
saleh,Orang
arman zakaria diah,Orang
fredy robin sumendap,Orang
arianto yohan,Orang
budy powito,Orang
hardian purawimala widjonarko,Orang
djoko muhamad basoeki,Orang
toto winanto,Orang
tobias damek,Orang
michael nacson,Orang
franciscus affandy,Orang
"suroso, ak",Orang
hendra nur salman,Orang
uob kay hian pte ltd ,Orang
pt.surya hidup satwa ,Orang
benjamin jiaravanon,Orang
leedon capital limited,Orang
uob kay hian (hong kong) ltd (pledge account) - madison pacific trust ltd obo azion bao pte ltd,Orang
snow lion investment limited,Orang
central pangan prima,Orang
perfect companion (swt co limited),Orang
pengendali <5%,Orang
freddy robin sumendap,Orang
CSAP,Perusahaan
idrus hermawan widjajakusuma,Orang
budyanto totong,Orang
antonius tan,Orang
warit jintanawan,Orang
andy totong,Orang
kenneth ng shih yek,Orang
"seow han yong, justin",Orang
paramate nisagornsen,Orang
justinus aditya sidharta,Orang
henny ratnawati ,Orang
laurensia,Orang
dodi tirtana,Orang
pt buanatata adisentosa,Orang
scg retail holding company limited,Orang
CSIS,Perusahaan
novita,Orang
au bintoro,Orang
yohanes sumarno,Orang
santo fransiscus,Orang
yayat supriyatna,Orang
esther kurniawan,Orang
indra,Orang
pt andalan utama bintara,Orang
pt olympic kapital equity,Orang
CSMI,Perusahaan
putu prapti utami,Orang
arriola arthur raphael ,Orang
radino miharjo ,Orang
johannes dermawan ,Orang
joned trimurhari ,Orang
joned trimurhari,Orang
indun subekti,Orang
annisa wulandari,Orang
lisa muchtar,Orang
husni muchtar,Orang
johannes darmawan,Orang
joned trimurharti,Orang
arriola arthur raphael,Orang
radino miharjo,Orang
CSRA,Perusahaan
iqbal prastowo,Orang
seman sendjaja ,Orang
 vivery jerry denny walukow,Orang
erwin kurniawan ,Orang
edityawarman,Orang
cokro cienturi suhendra ,Orang
koh bing hock ,Orang
koh bing hock,Orang
ori abdurachman wadjo ,Orang
ria agustin,Orang
pt sapta sawit lestari,Orang
pt verdan sawit lestari,Orang
pt sawit inti perkasa ,Orang
seman sendjaja,Orang
vivery jerry denny walukow,Orang
erwin kurniawan,Orang
cokro cienturi suhendra,Orang
edityawarman sp,Orang
CTBN,Perusahaan
michael hermawan,Orang
satya heragandhi,Orang
valerie baudart,Orang
"alexandre, pierre nicolas, valdelievre",Orang
"fajar wahyudi, st",Orang
saiful mizra bin kassim,Orang
richard james wiluan,Orang
"olivier, bruno benedict mallet",Orang
"didier, maurice francis hornet",Orang
pascal gustave ulysse braquehais,Orang
tjetjep muljana,Orang
prof.dr jb kristiadi p,Orang
prof. dr. jb kristiadi p,Orang
"dr.ir. hardijanto saroso, mmt, mm",Orang
vallourec tubes,Orang
kestrel wave investment ltd,Orang
nippon steel & sumitomo metal corporation,Orang
CTRA,Perusahaan
tulus santoso,Orang
candra ciputra,Orang
cakra ciputra,Orang
budiarsa sastrawinata,Orang
harun hajadi,Orang
agussurja widjaja,Orang
mi meiko handoyo l,Orang
nanik joeliawati santoso,Orang
sutoto yakobus,Orang
artadinata djangkar,Orang
dian sumeler,Orang
rina ciputra sastrawinata,Orang
junita ciputra,Orang
sandra hendharto,Orang
kodradi,Orang
thomas bambang,Orang
tanan herwandi antonius,Orang
lany wihardjo,Orang
pt sang pelopor,Orang
DADA,Perusahaan
muhammad reza,Orang
adam,Orang
bayu setiawan,Orang
anisah,Orang
tjandra tjokrodiponto,Orang
iwan gunarwan baroto,Orang
ermida lindra,Orang
lucky kurniati,Orang
pt karya permata inovasi indonesia,Orang
iwan gunawan baroto,Orang
kasimun,Orang
DART,Perusahaan
aka permata,Orang
ventje chandraputra suardana,Orang
randy angkosubroto,Orang
widyanto taufiq,Orang
hartadi angkosubroto,Orang
johanna zakaria,Orang
winarso greg toreh,Orang
franky tanril,Orang
pt duta anggada,Orang
DAYA,Perusahaan
mohammad asyari,Orang
lilis mulyawati,Orang
mohammad asy'ari,Orang
zannuba arifah chafsoh rahman,Orang
sugito walujo,Orang
dominic kai ming lai,Orang
edith shih,Orang
alan john heaton,Orang
irwan bunyamin afiff,Orang
nurharyanto,Orang
retno dwi andani,Orang
pt usaha indah abadi,Orang
total alliance holdings limited,Orang
pt indah sehat cemerlang,Orang
dra. zannuba arifah ch. r,Orang
DCII,Perusahaan
gregorius nicholas suharsono,Orang
otto toto sugiri,Orang
jui chihtra gani,Orang
marco cioffi,Orang
marina budiman,Orang
nancy herawati,Orang
djarot subiantoro,Orang
liauw hendrik,Orang
wita lesmana,Orang
han arming hanafia,Orang
anthoni salim,Orang
DEAL,Perusahaan
nur hasanah,Orang
bimada,Orang
selvi yuniar,Orang
ir. ikun m. soedrajat,Orang
nofrisel,Orang
rudi sutanto,Orang
fadel akbar,Orang
irfan nur andri,Orang
solikhin,Orang
pt bimada paramita adhyana,Orang
DEFI,Perusahaan
irianto kusumadjaja,Orang
floyd andrew jonathans,Orang
drs deddy koesnadi,Orang
erikson putra,Orang
nike felina,Orang
"intan sakti wiratama, pt",Orang
"jesivindo juvatama, pt",Orang
"asuransi jiwa kresna, pt",Orang
deddy koesnadi,Orang
DEPO,Perusahaan
erwan irawan noer,Orang
kambiyanto kettin,Orang
johnny liyanto,Orang
caroline agustina kettin,Orang
amanda grace kettin,Orang
rita lijanto,Orang
drs. herbudianto,Orang
henryanto komala,Orang
pt tancorp surya sukses,Orang
DEWA,Perusahaan
mukson arif rosyidi,Orang
ivi sumarna suryana,Orang
agus efendi,Orang
prabhakaran balasubramanian,Orang
suadi atma,Orang
mulyadi,Orang
goldwave capital limited,Orang
zurich asset international ltd,Orang
djajeng p. andalaswanto,Orang
DFAM,Perusahaan
soviadi nor rachman,Orang
billy dahlan,Orang
wijaya dahlan,Orang
andhy irawan kristyanto,Orang
ferdinandus soleh dahlan,Orang
junaidi dahlan,Orang
"jaeni, se,msi,ak,ca",Orang
"adi riris wibowo, mcom",Orang
reksa dana narada saham indonesia,Orang
pt dafam,Orang
edy selamat,Orang
DGIK,Perusahaan
almanda s. pohan,Orang
 ir. a. i. budi susilo,Orang
jb. koesnarno,Orang
rahman sadikin,Orang
moch ardi prasetiawan,Orang
hendro martowardojo,Orang
ade rahardja,Orang
ganda kusuma ,Orang
ocbc sec pte ltd  s/a hudson river group pte  ltd,Orang
pt global dinamika kencana,Orang
roy edison m,Orang
djoko eko s.,Orang
bambang sulistomo,Orang
rony n. hendropriyono,Orang
budi susilo,Orang
dwi sihono raharjo,Orang
agoes widjanarko,Orang
DGNS,Perusahaan
fanfan riksani,Orang
ir. mesha rizal sini,Orang
dennis jacobus,Orang
rudy b tjahjadi,Orang
dr rudy b tjahjadi,Orang
maria widiastuti,Orang
adabina cindina,Orang
pt bundamedik,Orang
"dr. dennis jacobus, sppk",Orang
DIGI,Perusahaan
erfan suryono,Orang
wiliam martaputra,Orang
suwarjono,Orang
stephen k. sulistyo,Orang
iwa sukresno karunia,Orang
ariyo ali suprapto,Orang
oky darmawan,Orang
nurrachman hidayat,Orang
"harvest capital international, pt",Orang
steven,Orang
aldrian suwardi chandra,Orang
DILD,Perusahaan
theresia v. rustandi,Orang
hendro santoso gondokusumo,Orang
suhendro prabowo,Orang
utama gondokusumo,Orang
archied noto pradono,Orang
ping handayani hanli,Orang
perry yoranouw,Orang
permadi indra yoga,Orang
sinarto dharmawan ,Orang
lennard ho kian guan,Orang
jahya asikin,Orang
atik susanto,Orang
cgs-cimb securities (singapore) pte ltd ,Orang
pt. bina yatra sentosa,Orang
hendro s. gondokusumo,Orang
bali private villa(s) pte. ltd,Orang
sinarto dharmawan,Orang
lennard ho kian guan ,Orang
DIVA,Perusahaan
septi suryani,Orang
raymond loho,Orang
tati ramawati,Orang
stanley,Orang
dian kurniadi suhardjo,Orang
martin suharlie,Orang
suryandy jahja,Orang
bambang irawan,Orang
sebastian togelang,Orang
artiko samudro,Orang
tuti adinia,Orang
saifira indrika,Orang
pt 1 inti dot com,Orang
pt soteria wicaksana investama,Orang
pt nfc indonesia tbk,Orang
suryandy jahja ,Orang
DKFT,Perusahaan
yohanes supriady,Orang
kiki hamidjaja,Orang
feni silviani budiman,Orang
andi jaya,Orang
lim anthony,Orang
kurniadi atmosasmito,Orang
muhammad rusjdi,Orang
bastian purnama,Orang
ani wijaya,Orang
alberto saur parsaoran,Orang
pt jinsheng mining,Orang
DLTA,Perusahaan
alan de vera fernandez,Orang
jose daniel abellon javier,Orang
webster andres gonzales,Orang
allan inocente abrea  ,Orang
ronny titiheruw ,Orang
roy tumpal pakpahan,Orang
carlos antonio mayo berba,Orang
fumiaki ozawa,Orang
reynato serrano puno,Orang
samuel nitisaputra,Orang
meirthon togar tobing,Orang
winston a. chan,Orang
san miguel malaysia,Orang
pemda dki,Orang
DMAS,Perusahaan
tondy suwanto,Orang
hongky jeffry nantung,Orang
shinji yoneda,Orang
yu mizuike,Orang
hirofumi takeda,Orang
rudiantara ,Orang
rusli prakarsa ,Orang
sojitz corporation ,Orang
pt sumber arusmulia,Orang
DMMX,Perusahaan
imas kurniawati,Orang
budiasto kusuma,Orang
supardi tan,Orang
abraham theofilus,Orang
pandu sutan sjahrir,Orang
ananda raja,Orang
firman sebayang,Orang
pau sian ,Orang
pt nfc indonesia tbk.,Orang
pt jaya distribusi ritel,Orang
sicepat express indonesia,Orang
mohammad amin,Orang
DMND,Perusahaan
remanja dyah intansuri,Orang
chen tsen nan,Orang
philip min lih chen,Orang
richard johannes purwadi,Orang
dr. ibrahim hasan,Orang
ferdinand sutanto,Orang
lim beng lin,Orang
c. tedjo endriyarto,Orang
dickson loo tit choon,Orang
istama tatang sidharta,Orang
kenneth chen,Orang
chen wai sioe,Orang
astrawati aluwi,Orang
anderson investment pte. ltd.,Orang
DNAR,Perusahaan
efdinal alamsyah,Orang
park young man,Orang
hendra lie,Orang
joyo,Orang
kim seong taek*),Orang
lim cheol jin,Orang
andre mirza hartawan,Orang
idham aziz,Orang
yahya,Orang
heru subroto,Orang
apro financial co. ltd,Orang
kim seongtaek,Orang
DNET,Perusahaan
kiki yanto gunawan,Orang
haliman kustedjo,Orang
christian rahardi,Orang
yunal wijaya,Orang
harjono wreksoremboko,Orang
djisman simandjuntak,Orang
ferry noviar yosaputra,Orang
soedarsono,Orang
howard timotius palar,Orang
janimiranti inggawati,Orang
bambang subianto,Orang
adi pranoto leman,Orang
"drs. patia mamontang simatupang msm, cma",Orang
"dr. timotius, ak., ca",Orang
hannawell group limited,Orang
 pt. megah eraraharja,Orang
anthoni salim ,Orang
DPNS,Perusahaan
supemisda,Orang
siang hadi widjaja,Orang
tjham kon tjiap (budiono),Orang
ng tjie koang,Orang
