id,group
steven gerald pore,Orang
faisal saif,Orang
martin arthur guest,Orang
widyo rulyantoko,Orang
eddy abdurrachman,Orang
british american tobacco (2009 pca),Orang
ubs ag london-2140724000,Orang
RMKE,Perusahaan
muhtar,Orang
tony saputra,Orang
vincent saputra,Orang
william saputra,Orang
suriani,Orang
f saud tamba tua,Orang
agustinus estanto,Orang
yesica sekararum pulungan,Orang
pt rmk investama,Orang
ROCK,Perusahaan
agustinus risa bayu,Orang
po wiwiek purnomo,Orang
dewi susanti,Orang
faisal rachman,Orang
robert joppy kardinal,Orang
hengki,Orang
daniel siahitama,Orang
pt pollux hotels groups tbk (dh pt pollux  investasi international tbk),Orang
pt rajawali bimantara indonesia,Orang
RODA,Perusahaan
silvana,Orang
sicilia alexander setiawan,Orang
joewono witjitro wongsodihardjo,Orang
eko wiratmoko,Orang
kwan sioe moei,Orang
wirawan chondro,Orang
daud gozali,Orang
vania,Orang
jonny ochran,Orang
nio yantony,Orang
ginawan chondro,Orang
sicilia alexander s.,Orang
caroline dewi,Orang
RONY,Perusahaan
dewi sustiwi,Orang
aswinth maratimbo,Orang
"handojo koentoro setyadi, s.h.",Orang
ferry yuwono,Orang
"brian praneda, s.h.",Orang
"brian paneda, s.h.",Orang
solihin makmur alam,Orang
albert christo cpa,Orang
pt nakula investama indonesia,Orang
jang rony,Orang
sella,Orang
ROTI,Perusahaan
sri mulyana,Orang
wendy sui cheng yap,Orang
arlina sofia,Orang
indrayana,Orang
ida apulia simatupang,Orang
jusuf arbianto tjondrolukito,Orang
rini trisna,Orang
a. bayu purnama irawan,Orang
bonlight investment limited,Orang
pasco shikishima corporation,Orang
demeter indo investment pte. ltd.,Orang
lief holdings pte. ltd.,Orang
RSGK,Perusahaan
liem kian hong,Orang
hendra munanto,Orang
kristianto budiono,Orang
yanto sandy tjang,Orang
witjaksono abadiman sidharta,Orang
richard santoso,Orang
pt medikatama sejahtera,Orang
pt bestama medikacenter investama,Orang
pt sarana meditama metropolitan tbk,Orang
dr. liem kian hong,Orang
dr. kristianto budiono,Orang
dr. yanto sandy tjang,Orang
RUIS,Perusahaan
mona nazaruddin,Orang
sofwan farisyi,Orang
muhammad hamid,Orang
amira ganis,Orang
chrismon djajadi,Orang
ahmad ganis,Orang
winarno zain,Orang
misyal abdullah bahwal,Orang
sri hartono,Orang
wirawan b ilyas,Orang
"radiant nusa investama, pt",Orang
RUNS,Perusahaan
nizar,Orang
sony rachmadi purnomo,Orang
febri diansyah,Orang
kenneth li,Orang
kurnia irwansyah,Orang
tung desem waringin,Orang
arief rahman,Orang
emha taufiq luthfi,Orang
pt metra-net,Orang
tan kian gee,Orang
dwie kristianto,Orang
muhammad aqfian muntaha,Orang
pt metra digital investama,Orang
SAFE,Perusahaan
efris indria y.a,Orang
john pieter sembiring,Orang
ahmad fahmi,Orang
daud joseph,Orang
rd james rachmat subekti ,Orang
rd james  rachmat subekti,Orang
"tauperta siregar m.ak, ca, cpa",Orang
ayu rahmaliah s.ak,Orang
pt infiniti wahana,Orang
pt abdi raharja,Orang
rd james r. subekti,Orang
SAME,Perusahaan
rahmiyati yahya,Orang
jusup halimi,Orang
juniwati gunawan,Orang
meta dewi thedja,Orang
"drg. nailufar, mars",Orang
kusmiati,Orang
armen antonius djan,Orang
robert pakpahan,Orang
unggung cahyono,Orang
mariana sutadi sh,Orang
pt elang mahkota teknologi tbk,Orang
SAMF,Perusahaan
dadang suryanto,Orang
ir. yahya taufik,Orang
theresia yusufiani rahayu,Orang
andreas adhi harsanto,Orang
fx mulyo hartono,Orang
andi irwandy,Orang
noegroho harihardono,Orang
sukarno,Orang
wardiyono,Orang
wahyu purwandaka,Orang
ade irma hidayah,Orang
pt saraswanti utama,Orang
agnes martaulina dwi saraswanti haloho,Orang
yahya taufik,Orang
SAPX,Perusahaan
denny parhan,Orang
budiyanto darmastono,Orang
edwin widiantoro,Orang
rudy pinem,Orang
nency christanti,Orang
gilarsi wahju setijono,Orang
sudarmana,Orang
gd express carrier bhd,Orang
gd valueguard sdn bhd,Orang
gdex sea sdn bhd,Orang
pt satria investama perdana,Orang
SATU,Perusahaan
diar yunvitantri,Orang
johan prasetyo santoso,Orang
hanna priskilla rahardja,Orang
arief sugiyo,Orang
hengky susanto,Orang
anton stefian dwi kristanto,Orang
pt kota satu indonesia,Orang
"asuransi jiwa adisarana wanaartha - desk 1, pt",Orang
leo agung vito wicaksana,Orang
SBAT,Perusahaan
david jonathan sumito,Orang
frederico aldymoro,Orang
martha intan yaputra,Orang
mamay jamaludin,Orang
kusmiyati epni suprihatiningsih,Orang
muhammad diemas fauzie,Orang
tan heng lok,Orang
pt industri telekomunikasi indonesia (persero),Orang
SBMA,Perusahaan
cintia kasmiranti,Orang
rini dwiyanti,Orang
welly sumanteri,Orang
iwan sanyoto,Orang
m. slamet brotosiswoyo,Orang
dinawati,Orang
muhammad rum,Orang
gilbert rely,Orang
pt surya biru titilea investama,Orang
tiffany wei,Orang
pt perintis kapital nusantara,Orang
SCCO,Perusahaan
risti saka,Orang
bayu adiwijaya soepono,Orang
teddy rustiadi,Orang
nicodemus marjopranoto trisnadi,Orang
sani iskandar darmawan,Orang
henny rosellinny,Orang
hiroshi suzuki,Orang
prof. dr. ir. dewa nyoman adnyana,Orang
"prof. dr. irawan soerodjo, s.h., m.si",Orang
"prof. dr. irawan soerodjo, s.h., m.si.",Orang
pt moda sukma,Orang
pt tutulan sukma,Orang
furukawa electric co.ltd,Orang
bayu a. soepono,Orang
SCMA,Perusahaan
gilang iskandar,Orang
harsiwi achmad,Orang
imam sudjarwo,Orang
rusmiyati djajaseputra,Orang
mutia nandika,Orang
david setiawan suwarto,Orang
suryani zaini,Orang
glenn m. surya yusuf,Orang
patricia m. sugondo,Orang
petrus nugroho wicaksono,Orang
SCNP,Perusahaan
tumpal m. sihombing,Orang
hendrik nursalim,Orang
donny trinanta herwindo y,Orang
shirly effendy,Orang
liris suryanto,Orang
freddy nursalim,Orang
ridho ribbon hutapea,Orang
setiyo bonorowanto,Orang
pt sena dwimakmur,Orang
pt generasi dua sukses terus,Orang
SCPI,Perusahaan
erwin agung,Orang
daniel,Orang
novian zein,Orang
andreas daugaard jorgensen,Orang
irsan budianto darmadji,Orang
organon llc,Orang
SDMU,Perusahaan
jonathan walewangko,Orang
tjoe mien sasminto,Orang
erwin hardiyanto,Orang
trijanto santoso,Orang
kusyamto,Orang
sri hari murti,Orang
sugiharto,Orang
hartono gani,Orang
dadang kayambo,Orang
herman belani,Orang
"asabri (persero),pt",Orang
SDPC,Perusahaan
olga indria bolang,Orang
ahmad bin abu bakar,Orang
mohamad fazly bin hassan,Orang
joefly joesoef bahroeny ,Orang
najmil faiz bin mohamed aris,Orang
paulino taylor,Orang
zulkarnain bin md eusope,Orang
sarah azreen binti abdul samat,Orang
pharmaniaga international corporation sdn. bhd.,Orang
pt danpac pharma,Orang
 pt ngrumat bondo utomo,Orang
SDRA,Perusahaan
sadhana priatmadja,Orang
benny sudarsono tan,Orang
mochammad tri budiono,Orang
edwin sulaeman,Orang
kang bong joo,Orang
hwang gyusoon,Orang
ahmad fajarprana,Orang
adi haryadi,Orang
"maskan iskandar, sh.",Orang
"y. lilis sujanarto, se, mm",Orang
"suharjadi sunarja, se, ak",Orang
arifin panigoro,Orang
woori bank korea,Orang
m. tri budiono,Orang
"edwin sulaeman, se",Orang
SFAN,Perusahaan
hary herdiyanto,Orang
harun pandapotan,Orang
marianto,Orang
herlina sitorus,Orang
rico lesmana sulistyo,Orang
pt surya fajar corpora (d/h pt bumi tirta rahayu),Orang
steffen,Orang
SGER,Perusahaan
michael harold h,Orang
cendrasuri ependy,Orang
venkateswaran venkatraman,Orang
harris muliawan,Orang
erwin hardiyanto tedjo,Orang
riyan nopiyandi,Orang
imelda omar,Orang
pt sumbermas inti energi,Orang
vivi ramalyati hutama,Orang
SGRO,Perusahaan
eris ariaman,Orang
budi setiawan halim,Orang
dwi asmono,Orang
hero djajakusumah,Orang
lim king hui,Orang
parluhutan sitohang,Orang
heri harjanto,Orang
michael sampoerna,Orang
dr. r.b. permana agung dradjattun,Orang
"komjen. pol. (purn.) dr. saud usman nasution, sh, mh, mm",Orang
r.b. permana agung dradjattun,Orang
sukarnen,Orang
sampoerna agri resources pte ltd,Orang
michael joseph sampoerna,Orang
dr.r.b. permana agung daradjattun,Orang
dr. saud usman nasution,Orang
SHID,Perusahaan
ratri sryantoro wakeling,Orang
"dr.ir.h.hariyadi b.sukamdani, mm",Orang
"ratri sryantoro, beng, mcomm,msc",Orang
"winny hosea,se,mm",Orang
"dra.hj. sarwo budiwiryanti sukamdani hardjoprakoso, cha",Orang
"hj. exacty budiarsi sryantoro, mba",Orang
"m. nurdin,se",Orang
drs.beny roelyawan,Orang
"dr. ir. budiarto subroto, dea",Orang
dra. l sri mardini,Orang
"sayekti, se, mm, mba",Orang
"empu sahid holding international, pt",Orang
"sahid insanadi, pt",Orang
muhammad nurdin,Orang
SHIP,Perusahaan
nadya victaurine,Orang
herjati,Orang
bartolomeus christopher ekajaya,Orang
hans raymond ekajaya,Orang
pt goldenheaven prima investama,Orang
pt maxima prima sejahtera,Orang
SIDO,Perusahaan
tiur simamora,Orang
david hidayat,Orang
irwan hidayat,Orang
leonard,Orang
darmadji sidik,Orang
jonatha sofjan hidajat,Orang
johan hidayat,Orang
sigit hartojo hadi santoso,Orang
dokter mohammad adib khumaidi,Orang
"herwan, ng",Orang
pt. hotel candi baru,Orang
concordant investments pte. ltd.,Orang
eric marnandus,Orang
young taeg park,Orang
SILO,Perusahaan
lufy setia r,Orang
caroline riady,Orang
dr. grace frelita indradjaja,Orang
dr. anang prayudi,Orang
ryanto marino tedjomulja,Orang
monica surjapranata,Orang
mona kartikasari jonathan,Orang
lim suet wun,Orang
dr kartini syahrir,Orang
dr rosa christina ginting,Orang
charles rigoux,Orang
"megapratama karya persada, pt.",Orang
prime health company limited,Orang
caroline riady ,Orang
anang prayudi,Orang
dr. grace f. indradjaja,Orang
phua meng kuan,Orang
SIMA,Perusahaan
yudhi surjadjaja,Orang
"ifiandiaz nazir, sh",Orang
ikman maulana,Orang
bambang sutedjo,Orang
bambang sutejo,Orang
suyono handoko,Orang
ayuningtyas widiani,Orang
"yuanta securities indonesia, pt",Orang
SIMP,Perusahaan
yati salim,Orang
soenardi winarto,Orang
yohanes djoko junianto,Orang
hendra susanto,Orang
indofood agri resources ltd,Orang
SINI,Perusahaan
anist fahimah,Orang
subagyo,Orang
sumiyatun,Orang
hendra hasan kustarjo,Orang
gregorius cahyo priono,Orang
SIPD,Perusahaan
sri sumiyarsi,Orang
tomy wattemena widjaja,Orang
soh ching kher,Orang
wayan sumantra,Orang
eddy tamboto,Orang
ted margono,Orang
rustanto,Orang
pt great giant pineapple,Orang
SKBM,Perusahaan
ivone margaretha,Orang
oei harry lukmito,Orang
freddy adam,Orang
gary iyawan,Orang
pahlawan hari tjahjono,Orang
titien srimulianingsih hidayat,Orang
hartono wijaya,Orang
howard ken lukmito,Orang
juliher marbun,Orang
finna huang,Orang
agus sandi surya,Orang
bambang kristanto,Orang
hendra horatian,Orang
tael two partners ltd.,Orang
pt multi karya sejati,Orang
berlutti finance limited,Orang
sapphira corporation ltd,Orang
arrowman ltd.,Orang
malvina investment ,Orang
bank negara indonesia,Orang
SKLT,Perusahaan
jimmy herlambang,Orang
oei harry sunogo,Orang
john canfi gozal,Orang
sung sandiono sungkono,Orang
welly gunawan,Orang
oei michelle sunogo,Orang
fanni susilo,Orang
fredy,Orang
"silvia yaptono, se",Orang
"chrisyanti hidayat, sh",Orang
bing hartono p.,Orang
omnistar investment holdings limited ,Orang
alamiah sari ,Orang
malvina investment limited ,Orang
green resources investments pte. ltd.,Orang
oei harry sunogo ,Orang
oei harry fongjaya,Orang
SKRN,Perusahaan
eddy gunawin,Orang
yafin tandiono tan,Orang
linayati,Orang
johannes wargo,Orang
irjanto ongko,Orang
irjanto ongko ,Orang
wikanto artadji,Orang
dian utama tjandra,Orang
pt sumi traktor perkasa,Orang
SKYB,Perusahaan
r siti nurhaliza,Orang
wahyu mulyana,Orang
sigit kamseno,Orang
irwando saragih,Orang
erry sulistio,Orang
budi purwanto,Orang
ratih d. item,Orang
salomo marpaung,Orang
marthen fredy akihary,Orang
syailendra capital pt,Orang
"tres maria capital, ltd",Orang
reksa dana narada saham indonesia ii,Orang
pt northcliff indonesia,Orang
ora pro nobis international corp,Orang
SLIS,Perusahaan
wilson teoh,Orang
edi hanafiah kwanto,Orang
wilson ng,Orang
tjoa king hoa,Orang
hadi avilla tamzil,Orang
mohamad ali sofyan,Orang
pt selis investama indonesia,Orang
SMAR,Perusahaan
bapak jimmy pramono,Orang
jo daud dharsono,Orang
jimmy pramono,Orang
irwan tirtariyadi,Orang
franciscus costan,Orang
dr.ing gianto widjaja,Orang
d. agus purnomo,Orang
yovianes mahar,Orang
"rafael buhay concepcion, jr.",Orang
ir. lukmono sutarto,Orang
prof. dr. teddy pawitra,Orang
prof. dr. susiyati b. hirawan,Orang
"ardhayadi, se., ma",Orang
"purimas sasmita, pt",Orang
SMBR,Perusahaan
doddy irawan,Orang
jobi triananda hasjim,Orang
amrullah,Orang
daconi,Orang
mukhamad saifudin,Orang
m. jamil,Orang
franciscus m.a sibarani,Orang
oke nurwan,Orang
darusman mawardi,Orang
endang tirtana,Orang
chowadja sanova,Orang
asuransi jiwasraya,Orang
pemerintah ri,Orang
SMCB,Perusahaan
andika lukmana,Orang
aulia mulki oemar,Orang
agung wiharto,Orang
lilik unggul raharjo,Orang
yasuhide abe,Orang
fadjar judisiawan,Orang
adi munandir ,Orang
prijo sambodo,Orang
yoshifumi taura,Orang
kuswanto gunadi,Orang
pt semen indonesia industri bangunan,Orang
taiheiyo cement corporation,Orang
adi munandir,Orang
yasuhide abe ,Orang
yoshifumi taura ,Orang
SMDM,Perusahaan
ferry suhardjo,Orang
kenneth lian,Orang
henny kusuma hendrawan,Orang
ratna juwanita,Orang
wing indrasmoro,Orang
top global ltd,Orang
martos investment inc,Orang
null,Orang
SMDR,Perusahaan
farida helianti sastrosatomo,Orang
bani maulana mulia,Orang
ridwan hamid,Orang
tara hidayat,Orang
shanti lasminingsih poesposoetjipto,Orang
amir abadi jusuf,Orang
ken narotama hidayatullah,Orang
anugerah pekerti,Orang
masli mulia,Orang
aria farah mita,Orang
pt samudera indonesia tangguh,Orang
SMGR,Perusahaan
vita mahreyni,Orang
doddy sulasmono diniawan,Orang
yosviandri,Orang
lydia silvanna djaman,Orang
nasaruddin umar,Orang
aas asikin idat,Orang
astera primanto bhakti,Orang
hendrika nora o. sinaga,Orang
sony subrata,Orang
muhammad zainal abidin,Orang
elok tresnaningsih,Orang
hendi prio santoso,Orang
benny wendy,Orang
tri abdisatrijo,Orang
tina t. kemala intan,Orang
SMKL,Perusahaan
thie david,Orang
ang kinardo,Orang
tan franco agung,Orang
herryanto setiono hidayat,Orang
hanafi budiman,Orang
rachman sastra,Orang
kihary angdias,Orang
bambang suryana,Orang
yulia sardjono,Orang
christiana devitasari,Orang
pt satyamitra investindo pratama,Orang
pt kawan inti cemerlang,Orang
SMMA,Perusahaan
dani lihardja,Orang
burhanuddin abdullah,Orang
agus leman gunawan,Orang
ferita,Orang
felix,Orang
howen widjaja,Orang
robinson simbolon,Orang
pt sinar mas cakrawala,Orang
sinar mas cakrawala pt,Orang
SMMT,Perusahaan
chrismasari dewi sudono,Orang
roza permana putra,Orang
erwin sudjono,Orang
roy iman wirahardja,Orang
susanna,Orang
"uob kay hian pte ltd a/c mutiara timur pratama, pt",Orang
pt mutiara timur  pratama,Orang
green palm resources,Orang
SMRA,Perusahaan
jemmy kusnadi,Orang
ir. adrianto pitoyo adhi,Orang
liliawati rahardjo,Orang
soegianto nagaria,Orang
herman nagaria,Orang
lydia tjio,Orang
nanik wijaya,Orang
ir. sharif benjamin,Orang
jason lim,Orang
soetjipto nagaria,Orang
hartodjojo nagaria,Orang
"drs. h. edi darnadi, m.m",Orang
ge lilies yamin,Orang
lexy arie tumiwa,Orang
leo a. mancianno,Orang
ir. ge lilies yamin,Orang
pt semarop agung,Orang
pt sinarmegah jayasentosa,Orang
harto djojo nagaria,Orang
SMRU,Perusahaan
arief novaldi,Orang
jokky wahyoedi hidayat,Orang
rinatri prahastiwi,Orang
supandi widi s,Orang
supandi ws,Orang
reisha pujilestari,Orang
dasep hedianto,Orang
"pt trada alam minera, tbk",Orang
SMSM,Perusahaan
lidiana widjojo,Orang
eddy hartono,Orang
djojo hartono,Orang
aris setyapranarka,Orang
handi hidajat suwardi,Orang
handi hidayat suwardi,Orang
rudy dharma,Orang
SNLK,Perusahaan
lenny triana,Orang
sapto utomo hidajat,Orang
alexander hidajat,Orang
daniel hidayat,Orang
surjo luhur hidajat,Orang
nicholas thomas pelliccione,Orang
sugito wibowo,Orang
elkana pandaja,Orang
unilink ventures inc.,Orang
leonard hidayat,Orang
cheng wai ming,Orang
jason hidajat,Orang
elaine hidajat,Orang
isabel hidajat,Orang
SOCI,Perusahaan
paula marlina,Orang
go darmadi,Orang
pieters adyana utomo,Orang
paulus utomo,Orang
eddy sugito,Orang
dumaria louise togina pohan,Orang
pt soechi group,Orang
SOFA,Perusahaan
helmut sandro parulian,Orang
hardy satya,Orang
dimas adiyasa wiryaatmaja,Orang
yohan satya,Orang
eric effendy,Orang
kelik irwantono,Orang
SOHO,Perusahaan
rogelio paulino jr. castillo la o,Orang
piero brambati,Orang
henryk klakurka,Orang
wonbae lee,Orang
eng liang tan,Orang
harry salam,Orang
lim chern han,Orang
richard kidarsa,Orang
tan giok nio,Orang
tan kin nio,Orang
cascade creek pty. limited,Orang
medisia investment holdings pte. ltd.,Orang
prysselius limited,Orang
tiberias 96 pty ltd,Orang
SONA,Perusahaan
ir. wong budi setiawan,Orang
robert rafael calzadilla,Orang
james alan guntrip,Orang
aymeric georges lacroix,Orang
victoria tahir,Orang
harry wangidjaja,Orang
susan liwang,Orang
"timothy, tin, ching tan",Orang
zachary james coughlin,Orang
gn hiang lin,Orang
dai bachtiar,Orang
"elisia  sowiti sutrisna, se",Orang
estu sudarmanik,Orang
tahir,Orang
dfs venture singapore (pte) ltd,Orang
pt precise pacific realty,Orang
SOSS,Perusahaan
dewi asri,Orang
herman julianto,Orang
lukcimo jahja,Orang
lily marjani pribadi,Orang
supratman gunawan,Orang
vicky bernhard longdong,Orang
aldi setiadi,Orang
pt nusantara suryamukti,Orang
pt puragraha dianpertiwi,Orang
pt inlife,Orang
SOTS,Perusahaan
julia padmariani shamara daoriwoe,Orang
stevano rizki adranacus,Orang
floreta tane,Orang
herman herry adranacus,Orang
maskanah,Orang
aryo kusumo wibowo,Orang
vonny kristiani,Orang
cindy angelina adranacus,Orang
SPMA,Perusahaan
alberta angela,Orang
edward sopanan,Orang
joseph sulaiman,Orang
barli leoponco,Orang
hendro luhur,Orang
"subiantara, bsc",Orang
"tan, juanto",Orang
maria bernadette lanniwati wibisono,Orang
wenny,Orang
tri hertanto,Orang
pt. gloriajaya gempita,Orang
pt. wahana bumi indonesia,Orang
pt. sari bumi indopower,Orang
joseph sulaiman ,Orang
"tan, juanto ",Orang
"subiantara, bsc ",Orang
SPTO,Perusahaan
irene hamidjaja,Orang
tjahjono alim,Orang
efendy gojali,Orang
willianto alim,Orang
benny suryanto,Orang
umarsono andy,Orang
johan gojali,Orang
reinhart muljadi,Orang
iwan tjahjadi,Orang
"prof. dr. gunadi, msc., ak.",Orang
mardjoeki atmadiredja,Orang
usman andy,Orang
goh poh heng,Orang
goh poh heng ,Orang
gunawan sumana ,Orang
paulus soelistyo ,Orang
pt multifortuna asindo,Orang
pt suryaparamitra abadi,Orang
"prof.dr. gunadi msc.,ak.",Orang
SQMI,Perusahaan
mohammad noor syahriel,Orang
oktavia budi raharjo,Orang
andrianto darmasaputra lawrence,Orang
ethan chia wei yang,Orang
wijaya lawrence,Orang
"drs. mohammad raylan, mm.",Orang
rianita soelaiman,Orang
sulatana amri,Orang
wrh - wilton resources holding pte. ltd.,Orang
SRAJ,Perusahaan
arif mualim,Orang
victoria tahir ,Orang
charlie salim,Orang
"dato 'sri prof. dr. tahir, mba.",Orang
"prof. dr. drg. melanie hendriaty sadono djamil, m.biomed. phd.",Orang
"dr. antonius indrajana soediono, sps.",Orang
h.r. agung laksono,Orang
"mayjend tni (purn) dr daniel tjen, sp.s",Orang
"dr. antonius indrajana soediono, sps",Orang
lo fi ling,Orang
liannah sunarto,Orang
bnym sa/nv as cust of minot light apac ltd.- 2039845843,Orang
pt surya cipta inti cemerlang,Orang
high pro investments limited,Orang
dato'sri prof. dr tahir mba,Orang
SRIL,Perusahaan
welly salam,Orang
iwan setiawan lukminto,Orang
iwan kurniawan lukminto,Orang
mira christina setiady,Orang
arief halim,Orang
allan moran severino,Orang
eddy prasetyo salim,Orang
karunakaran ramanoorthy,Orang
nasir tamara,Orang
iwan lukminto lukminto,Orang
hajah susyana lukminto,Orang
sudjarwadi,Orang
pt huddleston indonesia,Orang
vonny imelda lukminto,Orang
lenny imelda lukminto,Orang
margaret imelda lukminto,Orang
iwan setiawan ,Orang
SRSN,Perusahaan
bapak benny herman,Orang
budhi moeljono,Orang
mulyadi utomo budhi moeljono,Orang
wong lukas yoyok nurcahya,Orang
nurdjono kusumohadi,Orang
shelumiel setijo,Orang
sharad ganesh ugrankar,Orang
biantoro setijo,Orang
budhi santoso ,Orang
budhi hartono,Orang
wymbo widjaksono,Orang
fs bahari nusantara,Orang
stephanus junianto,Orang
bernard edhi hartono,Orang
pt.budhi bersaudara manunggal,Orang
pt.kemiri sarana investama,Orang
bambang setijo,Orang
"pt.sarana integritas , pt",Orang
budhi santoso,Orang
SRTG,Perusahaan
divisi hukum dan sekretariat perusahaan dgn penanggung jawab sandi rahaju dan juan akbar indraseno,Orang
lany djuwita wong,Orang
devin wirawan,Orang
joyce soeryadjaya kerr,Orang
anangga wardhana roosdiono,Orang
indra cahya uno,Orang
surya widjaja,Orang
sandiaga salahuddin uno,Orang
edwin soeryadaya,Orang
pt unitras pertama,Orang
lany djuwita,Orang
michael wp. soeryadjaya,Orang
joyce soeryadjaya,Orang
SSIA,Perusahaan
herman gunadi,Orang
eddy p. wikanta ,Orang
the jok tung ,Orang
wilson effendy,Orang
hagianto kumala ,Orang
emil salim ,Orang
royanto rizal ,Orang
crescento hermawan,Orang
steen dahl poulsen ,Orang
hagianto kumala,Orang
pt arman investments utama,Orang
intrepid investments limited,Orang
SSMS,Perusahaan
deni a. damayanto,Orang
vallauthan subraminam,Orang
nasarudin bin nasir,Orang
jap hartono,Orang
bungaran saragih,Orang
marzuki usman,Orang
warsito,Orang
rimbun situmorang,Orang
"wahyudi susanto, s.h.",Orang
ito warsito,Orang
pt citra borneo indah,Orang
pt putra borneo agro lestari,Orang
SSTM,Perusahaan
edduardus gunawan,Orang
purnawan suriadi,Orang
mahayo pudjiarto,Orang
christopher suriadi,Orang
mariah suriadi,Orang
ali senitro,Orang
sutomo,Orang
theodorus hadi tjipto yuwono,Orang
luciana setiati harsono,Orang
pt.sunsonindo textile investama,Orang
STAR,Perusahaan
asep mulyana,Orang
r. muhammad indra w.,Orang
yose rizal araujo gotty ,Orang
stephanie,Orang
susanti,Orang
yosep setiyo nugroho,Orang
pt premium indonesia,Orang
pt. kencana selaras sejahtera	,Orang
STTP,Perusahaan
armin dan cipto junaidi,Orang
so han liong/agus suhartanto,Orang
armin,Orang
suwanto,Orang
heng hok soei/shindo sumidomo,Orang
juwita wijaya,Orang
osbert kosasih,Orang
farius,Orang
gabi widjaja,Orang
 moh. anshari rahmat,Orang
pt. shindo tiara tunggal,Orang
shindo sumidomo,Orang
agus suhartanto,Orang
SUGI,Perusahaan
handhi eko saputro,Orang
abhaya bhushan chatterjee,Orang
dindot soebandrio,Orang
dr. ir. fadel muhammad,Orang
"adrian rusmana, mba",Orang
eko setijo prabowo,Orang
dharmawandi sutanto,Orang
credit suisse ag sg trust a/c cl sunrise ass gr ltd-20239041,Orang
interventures capital pte ltd,Orang
fadel muhammad,Orang
adrian rusmana,Orang
sany kharisman wisekay,Orang
david.k.wiranata,Orang
lawrence t.p siburian,Orang
SULI,Perusahaan
"dr. david se., mm.",Orang
amir sunarko,Orang
"dr. david, se. mm.",Orang
rudy gunawan,Orang
wijiasih cahyasasi,Orang
"dr. saud usman nasution, sh. mm. mh.",Orang
sylvia veronica n. p. siregar,Orang
joe hariono,Orang
carriedo limited,Orang
pt sas global jaya,Orang
dr. saud usman nasution sh. mm. mh,Orang
dr. david se. mm,Orang
SUPR,Perusahaan
antonius ardityo budi susetiatmo,Orang
juliawati gunawan halim,Orang
tjhin khe mei,Orang
wong tjin tak,Orang
hartono tanuwidjaja,Orang
harry mozarta zen,Orang
david dharmatrimurti thomas,Orang
harry m. zen,Orang
sujoko martin,Orang
anwar muljadi arif,Orang
pt profesional telekomunikasi indonesia,Orang
juliawati gunawan,Orang
SURE,Perusahaan
andre rachman,Orang
keisuke ito,Orang
sammy t. s. lalamentik,Orang
tomomasa nishimura,Orang
syaefudin,Orang
tokyo gas asia pte ltd,Orang
pt supertrada indonesia,Orang
SWAT,Perusahaan
edy cahyono,Orang
shio alim susanto,Orang
tjhie ellyana kristyani,Orang
sri hetti turinani,Orang
muhammad arif santoso,Orang
dony endrastomo,Orang
fransiskus andri lawu cahyo nugroho,Orang
pt sumber makmur lumintu,Orang
TALF,Perusahaan
ibu sherley liando,Orang
ellen elisabeth golose,Orang
john tika,Orang
bernardus budiman,Orang
samuel sofyan tika,Orang
james tika,Orang
pieter tika,Orang
helen indrayani,Orang
rika prasodjo,Orang
stevan djaya saputra,Orang
pt.proinvestindo,Orang
TAMA,Perusahaan
destryani sianturi,Orang
alex widjaja,Orang
kathrin widjaja,Orang
djaja julia supena,Orang
i made satya guna,Orang
rico chandra kusuma,Orang
TAMU,Perusahaan
dhani m rasyid firmansyah,Orang
kardja rahardjo,Orang
edi purwanto,Orang
alfatiha baharnuradi,Orang
aditya prathama,Orang
"raimon, s.e. m.si., ak., ca, qia, cpa",Orang
"rahmat sukendar, s.e., ak., ca, cpa",Orang
pt andalan lepas pantai,Orang
pt sentra andalan tamarin,Orang
TAPG,Perusahaan
joni tjeng,Orang
tjandra karya hermanto,Orang
sutedjo halim,Orang
budiarto abadi,Orang
george oetomo,Orang
danny rachmat,Orang
prof. dr. ir. kuntoro mangkusubroto,Orang
drs. aridono sukmanto,Orang
stanley setia atmadja,Orang
harry arief supardi,Orang
salween investment pte. ltd.,Orang
gochean holdings incorporated,Orang
TARA,Perusahaan
theresia christina,Orang
dhaniel,Orang
bitra wijaya,Orang
bihar abdi solonggahon tobing,Orang
yuristy febriany se,Orang
yuristy febriany,Orang
cecilia wulannitri,Orang
delynta luwihana,Orang
pt surya buana makmur ,Orang
glenwood corporation,Orang
TAXI,Perusahaan
yuniana,Orang
johannes b.e.triatmojo,Orang
shafruhan sinungan,Orang
jannes philipus chuang,Orang
ari daryata singgih,Orang
m. alfan baharudin,Orang
letjen (purn) m. alfan baharudin,Orang
luther arijanto lukita,Orang
"rajawali corpora, pt",Orang
zico trust (s) ltd,Orang
"asuransi multi artha guna tbk, pt",Orang
johannes b.e. triatmojo,Orang
TAYS,Perusahaan
indarto,Orang
alexander anwar,Orang
andrew sanusi,Orang
anwar tay,Orang
djoni tatan,Orang
rianto abimail,Orang
lidya anwar,Orang
harno hasjim,Orang
TBIG,Perusahaan
herman setya budi,Orang
hardi wijaya liong,Orang
gusandi sjamsudin,Orang
wahyuni bahar,Orang
ludovicus sensi wondabio ,Orang
agustino sunarko,Orang
"wahana anugerah sejahtera, pt",Orang
"provident capital indonesia, pt",Orang
TBLA,Perusahaan
bapak hardy,Orang
chin poh peng,Orang
